id,label
257,1
258,3
259,8
260,4
261,1
262,6
263,0
264,0
265,6
266,5
267,7
268,4
269,4
270,8
271,2
272,5
273,7
274,2
275,2
276,6
277,9
278,4
279,0
280,1
281,3
282,0
283,4
284,6
285,4
286,4
287,5
288,8
289,7
290,7
291,8
292,7
293,9
294,3
295,8
296,7
297,1
298,5
299,5
300,7
301,8
302,5
303,6
304,7
305,8
306,7
307,3
308,6
309,4
310,7
311,4
312,5
313,6
314,2
315,8
316,6
317,4
318,6
319,0
320,7
321,6
322,1
323,7
324,9
325,3
326,3
327,2
328,2
329,9
330,2
331,4
332,7
333,0
334,3
335,9
336,8
337,8
338,5
339,9
340,5
341,7
342,6
343,9
344,9
345,8
346,3
347,3
348,2
349,8
350,2
351,8
352,8
353,4
354,3
355,5
356,1
357,7
358,3
359,8
360,7
361,3
362,1
363,5
364,0
365,7
366,7
367,1
368,0
369,4
370,6
371,8
372,7
373,9
374,2
375,6
376,1
377,6
378,4
379,5
380,3
381,2
382,4
383,2
384,3
385,9
386,8
387,6
388,8
389,7
390,2
391,5
392,3
393,7
394,5
395,6
396,0
397,1
398,1
399,7
400,4
401,1
402,0
403,8
404,2
405,8
406,3
407,5
408,9
409,7
410,6
411,8
412,8
413,4
414,0
415,0
416,0
417,6
418,3
419,7
420,9
421,8
422,9
423,8
424,9
425,3
426,5
427,5
428,8
429,6
430,3
431,5
432,1
433,3
434,8
435,3
436,2
437,5
438,3
439,4
440,5
441,4
442,1
443,1
444,3
445,1
446,4
447,3
448,5
449,1
450,9
451,3
452,5
453,2
454,1
455,9
456,3
457,7
458,8
459,7
460,0
461,8
462,1
463,2
464,5
465,7
466,1
467,5
468,5
469,4
470,6
471,2
472,6
473,3
474,9
475,2
476,8
477,0
478,1
479,2
480,6
481,3
482,3
483,1
484,2
485,6
486,7
487,6
488,7
489,9
490,9
491,3
492,8
493,7
494,5
495,2
496,7
497,8
498,7
499,7
500,4
501,3
502,6
503,2
504,6
505,6
506,1
507,9
508,3
509,2
510,2
511,9
512,4
513,3
514,9
515,1
516,6
517,5
518,3
519,3
520,4
521,3
522,0
523,4
524,3
525,3
526,6
527,5
528,0
529,9
530,2
531,2
532,1
533,7
534,0
535,4
536,6
537,0
538,7
539,6
540,7
541,9
542,6
543,6
544,2
545,1
546,8
547,9
548,8
549,5
550,9
551,2
552,0
553,1
554,4
555,0
556,4
557,4
558,1
559,4
560,6
561,9
562,1
563,6
564,9
565,1
566,4
567,5
568,7
569,0
570,3
571,8
572,1
573,6
574,6
575,8
576,9
577,0
578,4
579,8
580,8
581,4
582,4
583,8
584,0
585,4
586,5
587,7
588,7
589,7
590,3
591,9
592,1
593,1
594,7
595,5
596,7
597,2
598,3
599,8
600,6
601,3
602,8
603,0
604,0
605,6
606,1
607,4
608,2
609,4
610,1
611,3
612,2
613,6
614,3
615,6
616,3
617,5
618,6
619,7
620,0
621,9
622,7
623,1
624,2
625,5
626,2
627,1
628,2
629,5
630,6
631,3
632,1
633,9
634,7
635,9
636,4
637,6
638,0
639,1
640,0
641,7
642,7
643,7
644,4
645,9
646,2
647,8
648,6
649,3
650,0
651,1
652,0
653,6
654,6
655,6
656,2
657,6
658,8
659,3
660,3
661,1
662,0
663,5
664,6
665,9
666,1
667,3
668,7
669,4
670,1
671,3
672,5
673,5
674,7
675,9
676,3
677,4
678,0
679,2
680,7
681,3
682,6
683,4
684,7
685,1
686,0
687,3
688,3
689,1
690,6
691,5
692,7
693,1
694,9
695,2
696,6
697,7
698,7
699,1
700,4
701,8
702,8
703,1
704,3
705,8
706,4
707,7
708,1
709,9
710,4
711,5
712,1
713,9
714,3
715,5
716,7
717,1
718,8
719,4
720,0
721,5
722,1
723,7
724,2
725,4
726,8
727,9
728,1
729,4
730,4
731,9
732,0
733,9
734,7
735,9
736,8
737,9
738,8
739,0
740,7
741,8
742,7
743,1
744,7
745,4
746,2
747,6
748,5
749,7
750,2
751,3
752,9
753,6
754,4
755,9
756,9
757,9
758,2
759,7
760,3
761,0
762,4
763,4
764,0
765,0
766,7
767,7
768,9
769,9
770,0
771,4
772,0
773,1
774,1
775,7
776,2
777,0
778,3
779,0
780,9
781,8
782,6
783,2
784,6
785,9
786,7
787,7
788,4
789,6
790,0
791,0
792,2
793,3
794,2
795,3
796,9
797,7
798,4
799,8
800,4
801,1
802,1
803,8
804,3
805,5
806,5
807,8
808,2
809,0
810,5
811,4
812,4
813,8
814,7
815,3
816,2
817,7
818,6
819,9
820,1
821,8
822,6
823,8
824,1
825,9
826,3
827,4
828,2
829,9
830,1
831,1
832,9
833,2
834,0
835,3
836,1
837,0
838,4
839,1
840,2
841,9
842,0
843,8
844,7
845,5
846,0
847,1
848,9
849,4
850,1
851,5
852,8
853,9
854,3
855,4
856,8
857,2
858,6
859,9
860,9
861,6
862,5
863,7
864,5
865,7
866,5
867,2
868,2
869,1
870,7
871,1
872,3
873,5
874,4
875,6
876,3
877,8
878,8
879,4
880,6
881,9
882,2
883,7
884,1
885,9
886,7
887,7
888,2
889,8
890,5
891,3
892,8
893,6
894,3
895,9
896,7
897,4
898,3
899,8
900,0
901,7
902,2
903,6
904,0
905,3
906,6
907,7
908,7
909,7
910,8
911,5
912,5
913,0
914,5
915,6
916,9
917,8
918,9
919,1
920,5
921,2
922,4
923,3
924,6
925,4
926,2
927,0
928,6
929,1
930,5
931,7
932,3
933,4
934,5
935,0
936,1
937,4
938,6
939,9
940,2
941,8
942,5
943,8
944,4
945,5
946,3
947,1
948,6
949,3
950,6
951,5
952,0
953,5
954,5
955,9
956,3
957,8
958,2
959,7
960,7
961,7
962,5
963,8
964,8
965,5
966,9
967,3
968,0
969,4
970,4
971,7
972,2
973,4
974,3
975,3
976,6
977,4
978,1
979,8
980,3
981,3
982,5
983,4
984,8
985,8
986,3
987,2
988,7
989,0
990,7
991,9
992,3
993,3
994,5
995,7
996,7
997,0
998,0
999,5
1000,6
1001,5
1002,3
1003,0
1004,6
1005,0
1006,4
1007,6
1008,0
1009,8
1010,8
1011,1
1012,3
1013,5
1014,7
1015,0
1016,3
1017,0
1018,1
1019,6
1020,7
1021,5
1022,4
1023,4
1024,4
1025,1
1026,4
1027,9
1028,7
1029,3
1030,6
1031,5
1032,6
1033,6
1034,9
1035,8
1036,9
1037,6
1038,3
1039,9
1040,4
1041,9
1042,3
1043,8
1044,3
1045,9
1046,9
1047,5
1048,7
1049,2
1050,3
1051,9
1052,2
1053,1
1054,5
1055,4
1056,1
1057,1
1058,6
1059,6
1060,1
1061,9
1062,2
1063,2
1064,1
1065,6
1066,0
1067,2
1068,5
1069,6
1070,5
1071,0
1072,4
1073,5
1074,0
1075,8
1076,8
1077,5
1078,8
1079,3
1080,3
1081,7
1082,2
1083,3
1084,7
1085,9
1086,6
1087,1
1088,9
1089,4
1090,3
1091,9
1092,5
1093,0
1094,9
1095,4
1096,0
1097,8
1098,2
1099,6
1100,6
1101,1
1102,4
1103,3
1104,6
1105,7
1106,3
1107,3
1108,3
1109,1
1110,0
1111,8
1112,0
1113,3
1114,6
1115,9
1116,1
1117,9
1118,6
1119,7
1120,8
1121,1
1122,1
1123,5
1124,8
1125,8
1126,8
1127,3
1128,3
1129,7
1130,0
1131,0
1132,7
1133,1
1134,0
1135,3
1136,6
1137,8
1138,0
1139,7
1140,8
1141,3
1142,2
1143,1
1144,4
1145,9
1146,4
1147,0
1148,1
1149,1
1150,7
1151,2
1152,8
1153,5
1154,0
1155,8
1156,4
1157,0
1158,9
1159,2
1160,1
1161,6
1162,2
1163,1
1164,8
1165,6
1166,7
1167,2
1168,8
1169,0
1170,5
1171,5
1172,4
1173,0
1174,3
1175,0
1176,2
1177,9
1178,2
1179,6
1180,6
1181,4
1182,0
1183,1
1184,3
1185,9
1186,7
1187,7
1188,7
1189,5
1190,6
1191,7
1192,9
1193,1
1194,7
1195,3
1196,4
1197,9
1198,6
1199,9
1200,7
1201,7
1202,5
1203,7
1204,0
1205,0
1206,9
1207,5
1208,9
1209,6
1210,7
1211,6
1212,4
1213,9
1214,4
1215,8
1216,0
1217,6
1218,4
1219,0
1220,9
1221,1
1222,7
1223,9
1224,2
1225,4
1226,9
1227,8
1228,3
1229,9
1230,0
1231,9
1232,2
1233,1
1234,9
1235,5
1236,3
1237,3
1238,6
1239,4
1240,9
1241,1
1242,7
1243,7
1244,8
1245,5
1246,6
1247,8
1248,4
1249,7
1250,3
1251,6
1252,3
1253,8
1254,7
1255,3
1256,7
1257,6
1258,6
1259,0
1260,1
1261,4
1262,9
1263,2
1264,9
1265,4
1266,2
1267,7
1268,9
1269,2
1270,5
1271,0
1272,6
1273,0
1274,3
1275,2
1276,3
1277,2
1278,2
1279,3
1280,3
1281,5
1282,7
1283,6
1284,3
1285,3
1286,9
1287,3
1288,9
1289,1
1290,2
1291,0
1292,1
1293,2
1294,2
1295,1
1296,1
1297,2
1298,9
1299,5
1300,2
1301,1
1302,8
1303,6
1304,5
1305,0
1306,6
1307,8
1308,8
1309,7
1310,6
1311,5
1312,5
1313,6
1314,5
1315,9
1316,6
1317,6
1318,0
1319,2
1320,3
1321,1
1322,9
1323,1
1324,9
1325,0
1326,2
1327,0
1328,5
1329,9
1330,1
1331,4
1332,1
1333,7
1334,8
1335,8
1336,9
1337,7
1338,6
1339,3
1340,0
1341,0
1342,3
1343,9
1344,9
1345,9
1346,0
1347,2
1348,3
1349,3
1350,4
1351,7
1352,4
1353,2
1354,3
1355,7
1356,2
1357,0
1358,3
1359,0
1360,2
1361,3
1362,3
1363,5
1364,3
1365,7
1366,6
1367,2
1368,6
1369,3
1370,9
1371,6
1372,2
1373,2
1374,2
1375,0
1376,6
1377,3
1378,3
1379,5
1380,0
1381,0
1382,9
1383,2
1384,0
1385,0
1386,6
1387,5
1388,9
1389,4
1390,6
1391,4
1392,5
1393,4
1394,1
1395,4
1396,6
1397,1
1398,4
1399,2
1400,6
1401,0
1402,1
1403,6
1404,4
1405,2
1406,7
1407,1
1408,4
1409,2
1410,1
1411,1
1412,5
1413,2
1414,8
1415,9
1416,9
1417,5
1418,5
1419,6
1420,6
1421,9
1422,1
1423,7
1424,3
1425,7
1426,8
1427,3
1428,0
1429,1
1430,9
1431,2
1432,0
1433,6
1434,6
1435,2
1436,4
1437,7
1438,8
1439,3
1440,5
1441,5
1442,8
1443,1
1444,1
1445,6
1446,0
1447,1
1448,6
1449,8
1450,1
1451,3
1452,2
1453,3
1454,3
1455,3
1456,7
1457,1
1458,6
1459,6
1460,4
1461,0
1462,5
1463,8
1464,3
1465,2
1466,8
1467,7
1468,4
1469,8
1470,7
1471,6
1472,6
1473,9
1474,6
1475,2
1476,0
1477,4
1478,5
1479,1
1480,5
1481,8
1482,7
1483,2
1484,7
1485,3
1486,4
1487,1
1488,8
1489,0
1490,4
1491,1
1492,7
1493,6
1494,8
1495,2
1496,0
1497,0
1498,6
1499,6
1500,4
1501,3
1502,3
1503,9
1504,4
1505,0
1506,8
1507,3
1508,7
1509,4
1510,2
1511,4
1512,4
1513,8
1514,9
1515,1
1516,7
1517,0
1518,0
1519,8
1520,0
1521,0
1522,7
1523,0
1524,6
1525,2
1526,5
1527,8
1528,9
1529,4
1530,8
1531,5
1532,5
1533,8
1534,0
1535,2
1536,5
1537,2
1538,6
1539,7
1540,1
1541,9
1542,0
1543,6
1544,9
1545,4
1546,8
1547,8
1548,3
1549,9
1550,9
1551,4
1552,0
1553,9
1554,7
1555,4
1556,9
1557,3
1558,4
1559,4
1560,3
1561,1
1562,6
1563,2
1564,2
1565,0
1566,0
1567,2
1568,4
1569,1
1570,2
1571,8
1572,3
1573,9
1574,9
1575,7
1576,1
1577,8
1578,4
1579,8
1580,4
1581,5
1582,7
1583,4
1584,1
1585,5
1586,2
1587,8
1588,1
1589,9
1590,9
1591,1
1592,7
1593,8
1594,8
1595,8
1596,5
1597,4
1598,0
1599,4
1600,7
1601,9
1602,2
1603,4
1604,2
1605,7
1606,3
1607,4
1608,4
1609,7
1610,5
1611,0
1612,8
1613,5
1614,9
1615,8
1616,6
1617,5
1618,9
1619,2
1620,7
1621,1
1622,4
1623,8
1624,6
1625,3
1626,6
1627,0
1628,9
1629,2
1630,3
1631,3
1632,9
1633,9
1634,0
1635,4
1636,2
1637,4
1638,2
1639,0
1640,1
1641,6
1642,8
1643,2
1644,8
1645,3
1646,9
1647,4
1648,4
1649,0
1650,4
1651,9
1652,6
1653,4
1654,9
1655,8
1656,1
1657,6
1658,1
1659,1
1660,7
1661,3
1662,2
1663,2
1664,5
1665,5
1666,5
1667,5
1668,0
1669,1
1670,4
1671,5
1672,3
1673,4
1674,2
1675,3
1676,4
1677,8
1678,4
1679,3
1680,2
1681,9
1682,0
1683,2
1684,3
1685,7
1686,8
1687,6
1688,3
1689,1
1690,4
1691,0
1692,0
1693,2
1694,2
1695,4
1696,9
1697,4
1698,4
1699,3
1700,5
1701,7
1702,8
1703,9
1704,2
1705,9
1706,2
1707,4
1708,6
1709,2
1710,7
1711,9
1712,1
1713,7
1714,1
1715,1
1716,5
1717,0
1718,8
1719,1
1720,4
1721,2
1722,0
1723,1
1724,2
1725,0
1726,6
1727,2
1728,1
1729,1
1730,1
1731,1
1732,8
1733,2
1734,9
1735,7
1736,9
1737,6
1738,6
1739,4
1740,4
1741,2
1742,2
1743,4
1744,1
1745,5
1746,9
1747,9
1748,8
1749,3
1750,9
1751,1
1752,5
1753,7
1754,3
1755,1
1756,6
1757,2
1758,7
1759,2
1760,5
1761,2
1762,7
1763,0
1764,2
1765,1
1766,4
1767,5
1768,7
1769,7
1770,9
1771,3
1772,7
1773,9
1774,3
1775,1
1776,7
1777,9
1778,9
1779,8
1780,2
1781,6
1782,6
1783,1
1784,9
1785,7
1786,4
1787,7
1788,5
1789,6
1790,7
1791,5
1792,8
1793,3
1794,2
1795,9
1796,1
1797,3
1798,5
1799,6
1800,7
1801,3
1802,0
1803,3
1804,9
1805,0
1806,7
1807,1
1808,6
1809,3
1810,1
1811,3
1812,1
1813,8
1814,7
1815,6
1816,9
1817,8
1818,9
1819,5
1820,5
1821,8
1822,3
1823,5
1824,8
1825,4
1826,5
1827,2
1828,2
1829,9
1830,1
1831,5
1832,1
1833,7
1834,3
1835,5
1836,9
1837,1
1838,9
1839,7
1840,8
1841,2
1842,7
1843,9
1844,9
1845,8
1846,0
1847,8
1848,2
1849,3
1850,9
1851,2
1852,8
1853,0
1854,4
1855,4
1856,4
1857,7
1858,9
1859,9
1860,2
1861,3
1862,2
1863,7
1864,6
1865,7
1866,3
1867,7
1868,1
1869,9
1870,8
1871,5
1872,7
1873,7
1874,3
1875,7
1876,6
1877,0
1878,7
1879,2
1880,4
1881,2
1882,7
1883,4
1884,8
1885,9
1886,2
1887,5
1888,1
1889,5
1890,4
1891,4
1892,4
1893,4
1894,7
1895,6
1896,4
1897,3
1898,2
1899,1
1900,3
1901,5
1902,2
1903,4
1904,1
1905,3
1906,4
1907,5
1908,4
1909,7
1910,4
1911,9
1912,7
1913,7
1914,3
1915,6
1916,0
1917,2
1918,2
1919,5
1920,5
1921,4
1922,0
1923,0
1924,2
1925,5
1926,3
1927,3
1928,9
1929,9
1930,7
1931,6
1932,7
1933,9
1934,8
1935,2
1936,1
1937,9
1938,4
1939,1
1940,4
1941,3
1942,3
1943,5
1944,1
1945,1
1946,7
1947,7
1948,7
1949,7
1950,9
1951,7
1952,0
1953,9
1954,7
1955,2
1956,8
1957,8
1958,9
1959,0
1960,0
1961,9
1962,7
1963,7
1964,1
1965,9
1966,4
1967,8
1968,3
1969,1
1970,5
1971,0
1972,2
1973,8
1974,2
1975,4
1976,7
1977,4
1978,8
1979,5
1980,9
1981,3
1982,5
1983,5
1984,7
1985,9
1986,7
1987,4
1988,6
1989,6
1990,6
1991,4
1992,0
1993,4
1994,6
1995,9
1996,4
1997,6
1998,3
1999,1
2000,7
2001,4
2002,4
2003,8
2004,1
2005,1
2006,7
2007,3
2008,7
2009,6
2010,2
2011,1
2012,2
2013,7
2014,1
2015,3
2016,3
2017,9
2018,3
2019,3
2020,6
2021,1
2022,4
2023,1
2024,1
2025,7
2026,1
2027,5
2028,4
2029,6
2030,2
2031,9
2032,6
2033,7
2034,7
2035,3
2036,0
2037,2
2038,5
2039,5
2040,3
2041,1
2042,0
2043,5
2044,1
2045,8
2046,6
2047,5
2048,5
2049,0
2050,8
2051,8
2052,7
2053,2
2054,9
2055,4
2056,2
2057,6
2058,0
2059,8
2060,9
2061,9
2062,8
2063,2
2064,5
2065,2
2066,1
2067,7
2068,2
2069,4
2070,5
2071,3
2072,9
2073,2
2074,4
2075,6
2076,9
2077,3
2078,0
2079,4
2080,6
2081,1
2082,6
2083,6
2084,7
2085,0
2086,0
2087,7
2088,3
2089,5
2090,3
2091,6
2092,7
2093,4
2094,3
2095,8
2096,8
2097,4
2098,3
2099,7
2100,5
2101,5
2102,4
2103,0
2104,4
2105,2
2106,5
2107,4
2108,1
2109,5
2110,9
2111,4
2112,5
2113,8
2114,3
2115,6
2116,8
2117,4
2118,1
2119,8
2120,8
2121,3
2122,7
2123,4
2124,5
2125,6
2126,0
2127,4
2128,8
2129,1
2130,3
2131,1
2132,9
2133,5
2134,1
2135,5
2136,3
2137,5
2138,0
2139,4
2140,5
2141,5
2142,8
2143,4
2144,1
2145,5
2146,7
2147,6
2148,3
2149,1
2150,1
2151,6
2152,5
2153,5
2154,0
2155,9
2156,9
2157,2
2158,8
2159,7
2160,8
2161,8
2162,6
2163,4
2164,8
2165,4
2166,1
2167,0
2168,9
2169,1
2170,9
2171,5
2172,5
2173,3
2174,4
2175,2
2176,5
2177,6
2178,2
2179,3
2180,7
2181,1
2182,9
2183,4
2184,3
2185,7
2186,4
2187,4
2188,3
2189,1
2190,8
2191,2
2192,7
2193,0
2194,6
2195,4
2196,1
2197,6
2198,0
2199,2
2200,7
2201,7
2202,1
2203,3
2204,4
2205,0
2206,9
2207,1
2208,6
2209,0
2210,0
2211,0
2212,3
2213,2
2214,4
2215,9
2216,9
2217,6
2218,9
2219,6
2220,0
2221,1
2222,8
2223,7
2224,3
2225,2
2226,2
2227,4
2228,8
2229,6
2230,5
2231,2
2232,2
2233,1
2234,9
2235,9
2236,9
2237,5
2238,6
2239,4
2240,4
2241,9
2242,0
2243,1
2244,7
2245,5
2246,3
2247,0
2248,9
2249,6
2250,3
2251,9
2252,4
2253,4
2254,9
2255,1
2256,2
2257,0
2258,6
2259,8
2260,7
2261,3
2262,9
2263,8
2264,5
2265,0
2266,3
2267,1
2268,1
2269,9
2270,5
2271,2
2272,5
2273,6
2274,0
2275,4
2276,4
2277,8
2278,7
2279,9
2280,3
2281,0
2282,2
2283,8
2284,5
2285,3
2286,3
2287,7
2288,8
2289,5
2290,7
2291,4
2292,5
2293,7
2294,3
2295,5
2296,7
2297,8
2298,3
2299,8
2300,6
2301,4
2302,4
2303,1
2304,9
2305,0
2306,3
2307,3
2308,9
2309,7
2310,4
2311,0
2312,2
2313,2
2314,5
2315,8
2316,1
2317,5
2318,8
2319,1
2320,4
2321,1
2322,7
2323,5
2324,2
2325,3
2326,2
2327,1
2328,3
2329,0
2330,3
2331,0
2332,3
2333,9
2334,4
2335,4
2336,2
2337,4
2338,6
2339,4
2340,2
2341,5
2342,6
2343,0
2344,8
2345,0
2346,6
2347,8
2348,1
2349,2
2350,9
2351,9
2352,7
2353,9
2354,2
2355,0
2356,6
2357,2
2358,8
2359,4
2360,8
2361,4
2362,5
2363,6
2364,4
2365,0
2366,6
2367,2
2368,5
2369,7
2370,3
2371,6
2372,0
2373,9
2374,7
2375,0
2376,8
2377,7
2378,3
2379,6
2380,8
2381,0
2382,4
2383,1
2384,8
2385,1
2386,2
2387,5
2388,1
2389,4
2390,4
2391,5
2392,0
2393,1
2394,8
2395,6
2396,2
2397,1
2398,2
2399,3
2400,9
2401,0
2402,8
2403,6
2404,5
2405,4
2406,8
2407,8
2408,7
2409,6
2410,3
2411,7
2412,8
2413,9
2414,9
2415,9
2416,1
2417,4
2418,5
2419,5
2420,2
2421,6
2422,4
2423,1
2424,0
2425,2
2426,1
2427,1
2428,4
2429,1
2430,2
2431,4
2432,0
2433,3
2434,0
2435,3
2436,0
2437,5
2438,1
2439,2
2440,0
2441,3
2442,3
2443,4
2444,5
2445,5
2446,3
2447,2
2448,7
2449,0
2450,8
2451,7
2452,2
2453,3
2454,7
2455,0
2456,3
2457,2
2458,6
2459,6
2460,0
2461,0
2462,2
2463,5
2464,5
2465,7
2466,0
2467,8
2468,2
2469,3
2470,6
2471,5
2472,6
2473,8
2474,1
2475,6
2476,9
2477,9
2478,7
2479,3
2480,3
2481,8
2482,5
2483,1
2484,9
2485,4
2486,9
2487,1
2488,6
2489,9
2490,2
2491,3
2492,0
2493,8
2494,2
2495,4
2496,5
2497,8
2498,5
2499,5
2500,1
2501,8
2502,5
2503,5
2504,2
2505,5
2506,2
2507,3
2508,6
2509,3
2510,5
2511,3
2512,8
2513,6
2514,5
2515,7
2516,1
2517,5
2518,6
2519,2
2520,9
2521,4
2522,4
2523,2
2524,1
2525,7
2526,8
2527,4
2528,2
2529,2
2530,1
2531,0
2532,2
2533,8
2534,2
2535,7
2536,8
2537,2
2538,4
2539,5
2540,1
2541,2
2542,7
2543,6
2544,4
2545,9
2546,7
2547,0
2548,9
2549,9
2550,2
2551,6
2552,4
2553,6
2554,3
2555,6
2556,4
2557,6
2558,3
2559,6
2560,0
2561,1
2562,5
2563,6
2564,3
2565,7
2566,5
2567,8
2568,2
2569,4
2570,1
2571,6
2572,7
2573,5
2574,3
2575,8
2576,7
2577,2
2578,9
2579,2
2580,2
2581,1
2582,1
2583,9
2584,9
2585,8
2586,4
2587,7
2588,0
2589,5
2590,3
2591,9
2592,9
2593,5
2594,5
2595,4
2596,4
2597,4
2598,0
2599,6
2600,3
2601,7
2602,9
2603,5
2604,4
2605,5
2606,0
2607,4
2608,0
2609,6
2610,7
2611,0
2612,7
2613,0
2614,4
2615,5
2616,0
2617,9
2618,5
2619,6
2620,9
2621,3
2622,2
2623,1
2624,6
2625,5
2626,4
2627,1
2628,5
2629,7
2630,1
2631,9
2632,2
2633,2
2634,9
2635,1
2636,9
2637,5
2638,3
2639,0
2640,8
2641,0
2642,2
2643,6
2644,9
2645,6
2646,7
2647,7
2648,7
2649,2
2650,7
2651,4
2652,0
2653,4
2654,3
2655,7
2656,7
2657,0
2658,6
2659,4
2660,0
2661,0
2662,5
2663,4
2664,5
2665,7
2666,3
2667,4
2668,9
2669,2
2670,7
2671,2
2672,4
2673,5
2674,6
2675,6
2676,0
2677,5
2678,4
2679,6
2680,8
2681,7
2682,2
2683,0
2684,8
2685,5
2686,7
2687,9
2688,9
2689,5
2690,1
2691,8
2692,5
2693,7
2694,3
2695,2
2696,8
2697,1
2698,2
2699,5
2700,8
2701,5
2702,3
2703,4
2704,4
2705,6
2706,0
2707,4
2708,0
2709,5
2710,8
2711,1
2712,3
2713,8
2714,4
2715,5
2716,9
2717,5
2718,4
2719,9
2720,9
2721,4
2722,8
2723,3
2724,2
2725,1
2726,3
2727,6
2728,0
2729,4
2730,1
2731,5
2732,2
2733,0
2734,4
2735,1
2736,2
2737,1
2738,9
2739,7
2740,7
2741,0
2742,3
2743,4
2744,5
2745,4
2746,6
2747,9
2748,8
2749,7
2750,9
2751,5
2752,0
2753,7
2754,5
2755,3
2756,7
2757,6
2758,4
2759,6
2760,2
2761,3
2762,2
2763,3
2764,9
2765,2
2766,2
2767,8
2768,3
2769,4
2770,8
2771,8
2772,0
2773,3
2774,6
2775,9
2776,5
2777,5
2778,2
2779,8
2780,2
2781,2
2782,6
2783,7
2784,8
2785,6
2786,9
2787,9
2788,4
2789,6
2790,8
2791,3
2792,1
2793,1
2794,5
2795,8
2796,4
2797,3
2798,8
2799,5
2800,7
2801,2
2802,3
2803,0
2804,1
2805,5
2806,3
2807,0
2808,2
2809,6
2810,6
2811,2
2812,4
2813,0
2814,6
2815,6
2816,8
2817,0
2818,8
2819,0
2820,9
2821,1
2822,4
2823,3
2824,7
2825,0
2826,6
2827,6
2828,0
2829,7
2830,4
2831,7
2832,3
2833,0
2834,7
2835,0
2836,1
2837,9
2838,1
2839,7
2840,3
2841,2
2842,9
2843,3
2844,2
2845,9
2846,7
2847,5
2848,0
2849,9
2850,3
2851,0
2852,1
2853,5
2854,6
2855,0
2856,7
2857,6
2858,8
2859,8
2860,0
2861,2
2862,3
2863,0
2864,6
2865,1
2866,7
2867,1
2868,4
2869,6
2870,0
2871,3
2872,7
2873,6
2874,3
2875,1
2876,7
2877,2
2878,4
2879,2
2880,6
2881,6
2882,8
2883,9
2884,5
2885,9
2886,4
2887,6
2888,7
2889,6
2890,4
2891,6
2892,1
2893,8
2894,5
2895,8
2896,9
2897,8
2898,0
2899,3
2900,8
2901,6
2902,1
2903,7
2904,9
2905,2
2906,4
2907,9
2908,0
2909,3
2910,3
2911,2
2912,9
2913,8
2914,0
2915,3
2916,8
2917,9
2918,9
2919,2
2920,3
2921,4
2922,3
2923,5
2924,9
2925,1
2926,4
2927,0
2928,5
2929,7
2930,7
2931,8
2932,9
2933,3
2934,3
2935,3
2936,2
2937,0
2938,6
2939,6
2940,2
2941,8
2942,7
2943,6
2944,9
2945,3
2946,0
2947,2
2948,4
2949,0
2950,2
2951,2
2952,0
2953,1
2954,0
2955,2
2956,8
2957,3
2958,5
2959,7
2960,1
2961,7
2962,2
2963,1
2964,4
2965,4
2966,7
2967,1
2968,4
2969,4
2970,8
2971,6
2972,9
2973,0
2974,6
2975,9
2976,3
2977,9
2978,1
2979,5
2980,4
2981,9
2982,8
2983,1
2984,7
2985,0
2986,5
2987,1
2988,7
2989,3
2990,3
2991,6
2992,0
2993,8
2994,1
2995,7
2996,0
2997,0
